iin_start,iin_end,number_length,number_luhn,scheme,brand,type,prepaid,country,bank_name,bank_logo,bank_url,bank_phone,bank_city
45710106,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710107,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Frederiksberg
45710108,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København N
45710109,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710110,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Valby
45710111,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Hellerup
45710113,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710114,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Gentofte
45710115,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Vanløse
45710116,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710117,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710118,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Vanløse
45710119,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710120,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710121,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710122,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København Ø
45710123,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Kastrup
45710124,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Glostrup
45710125,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710126,45710127,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710128,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710129,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Søborg
45710130,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Hvidovre
45710131,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rødovre
45710132,45710133,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710134,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4533336499,København C
45710135,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Frederiksberg
45710136,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710137,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Valby
45710138,45710139,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Glostrup
45710140,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Søborg
45710141,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Kgs. Lyngby
45710142,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710143,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Frederiksberg
45710144,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rødovre
45710145,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710146,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Herlev
45710148,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710149,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Charlottenlund
45710150,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København Ø
45710151,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710152,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710154,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Valby
45710155,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Frederiksberg
45710156,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Hvidovre
45710157,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710158,45710159,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Kgs. Lyngby
45710160,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Holte
45710161,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710163,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710164,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København Ø
45710165,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Kastrup
45710166,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710167,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København N
45710168,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710169,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Hvidovre
45710170,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710171,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Holte
45710172,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710173,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710174,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Vanløse
45710175,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710176,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København S
45710177,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Vanløse
45710178,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710179,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710180,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Herlev
45710181,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710182,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Hvidovre
45710183,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Frederiksberg
45710184,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,København Ø
45710185,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Frederiksberg
45710186,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København V
45710187,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710190,45710191,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710194,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,København K
45710198,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710200,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,,
45710216,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4570121313,Høje Taastrup
45710220,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120220,Holbæk
45710222,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120800,Køge
45710225,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122840,Gentofte
45710227,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120650,Solrød Strand
45710233,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120930,Allerød
45710238,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124740,København S
45710239,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545123840,Ishøj
45710241,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120560,Helsingør
45710242,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124740,København S
45710246,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122770,Vanløse
45710247,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124120,Støvring
45710248,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122730,Hvidovre
45710249,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124880,Hørsholm
45710250,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124120,København K
45710252,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545123480,København Ø
45710254,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545125650,København K
45710255,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122260,København V
45710258,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545123170,Brønshøj
45710259,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120180,Frederiksberg
45710260,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124720,København Ø
45710261,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120180,Frederiksberg
45710263,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124500,Charlottenlund
45710264,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120630,København NV
45710265,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120170,Valby
45710266,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122730,Hvidovre
45710268,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124740,København S
45710270,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545126700,Glostrup
45710271,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120270,Herlev
45710272,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124500,Charlottenlund
45710274,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120600,København K
45710275,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124270,Søborg
45710276,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120110,København K
45710280,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122850,Bagsværd
45710283,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124560,Farum
45710284,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124690,Ballerup
45710294,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,,
45710297,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545126000,København K
45710301,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710303,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Albertslund
45710306,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710307,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Ballerup
45710308,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Skovlunde
45710309,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710311,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Korsør
45710312,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Albertslund
45710314,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Næstved
45710315,45710317,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Taastrup
45710319,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Værløse
45710320,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Ballerup
45710321,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Skovlunde
45710322,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Ballerup
45710327,45710328,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Roskilde
45710329,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Jyllinge
45710333,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Skibby
45710336,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710337,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Jyllinge
45710338,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710339,45710340,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Ringsted
45710341,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Slagelse
45710342,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Sorø
45710343,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Korsør
45710344,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Næstved
45710345,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Haslev
45710346,45710347,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Næstved
45710352,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Næstved
45710354,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Ringsted
45710373,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Slagelse
45710378,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Dianalund
45710379,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710385,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Dianalund
45710388,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Slagelse
45710390,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Hvalsø
45710392,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Viby Sjælland
45710393,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Solrød Strand
45710400,,16,,visa,Visa/Dankort,debit,,DK,Lån og Spar Bank,,www.lsb.dk,+4533782000,København K
45710404,,16,,visa,Visa/Dankort,debit,,DK,Lån og Spar Bank,,www.lsb.dk,+4533782000,København K
45710418,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122100,Roskilde
45710421,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545143626,København K
45710424,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,,
45710429,45710430,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122100,Roskilde
45710434,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545121880,Greve
45710435,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710440,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545125730,Frederiksberg C
45710443,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545123290,Frederiksberg C
45710452,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124820,Holte
45710454,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122270,Nærum
45710455,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545123730,Virum
45710465,45710466,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Helsingør
45710467,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Nivå
45710468,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710469,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Helsingør
45710470,45710471,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710473,45710474,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Helsingør
45710480,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Hillerød
45710482,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545128643,
457105,,,,visa,,debit,,DK,Sparekassen Sjælland,,,004522112080,
45710516,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559511515,Kalundborg
45710517,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559911515,Nykøbing Sj.
45710518,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559276700,Jyderup
45710519,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4558852193,Høng
45710520,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559431515,Holbæk
45710521,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559185245,Tølløse
45710522,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559481111,Holbæk
45710523,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4547371515,Frederikssund
45710524,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4558562424,Slagelse
45710525,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4546355151,Roskilde
45710526,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,,
45710533,,16,,visa,Visa/Dankort,debit,,DK,Dragsholm Sparekasse,,www.dragsholmsparekasse.dk,+4559652626,Asnæs
45710534,,16,,visa,Visa/Dankort,debit,,DK,Dragsholm Sparekasse,,www.dragsholmsparekasse.dk,+4559656058,Hørve
45710535,,16,,visa,Visa/Dankort,debit,,DK,Dragsholm Sparekasse,,www.dragsholmsparekasse.dk,,
45710536,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545125680,Odder
45710537,,16,,visa,Visa/Dankort,debit,,DK,Dragsholm Sparekasse,,www.dragsholmsparekasse.dk,+4559652626,Asnæs
45710539,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559315700,Vig
45710540,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4558852193,Høng
45710541,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4557860515,Sorø
45710542,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4556165000,Næstved
45710543,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4559482250,Hillerød
45710544,,16,,visa,Visa/Dankort,debit,,DK,Refsnæs Sparekasse,,www.refsnaes-sparekasse.dk,+4559509256,Kalundborg
45710545,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4538191520,Frederiksberg
45710547,,16,,visa,Visa/Dankort,debit,,DK,Dragsholm Sparekasse,,www.dragsholmsparekasse.dk,+4559652626,Asnæs
45710548,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545123000,Nykøbing Sjælland
45710561,,16,,visa,Visa/Dankort,debit,,DK,FS Bank,,www.fsbank.dk,,
45710562,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120260,Næstved
45710570,,16,,visa,Visa/Dankort,debit,,DK,Sydbank,,www.sydbank.dk,,
45710571,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122740,Korsør
45710573,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545122110,Sorø
45710575,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545123760,Haslev
45710577,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4558562424,Slagelse
45710579,,16,,visa,Visa/Dankort,debit,,DK,Den Lille Bikube,,www.denlillebikube.dk,+4555454807,Fuglebjerg
45710580,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4558562424,Slagelse
45710581,,16,,visa,Visa/Dankort,debit,,DK,Sydbank A/S ,,www.sydbank.dk,+4574374840,Sorø
45710582,,16,,visa,Visa/Dankort,debit,,DK,Ikano Bank,,www.ikanobank.dk,+4543556600,Glostrup
45710586,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4558562424,Slagelse
45710587,,16,,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,,alm.spks.dk,+4556165000,Næstved
45710588,,16,,visa,Visa/Dankort,debit,,DK,Sydbank A/S ,,www.sydbank.dk,+4558562424,Slagelse
45710600,,16,,visa,Visa/Dankort,debit,,DK,,,,,
45710601,45710602,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Faxe
45710603,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Haslev
45710604,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710605,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Store Heddinge
45710607,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Køge
45710608,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,,
45710612,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120260,Næstved
45710614,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120260,Næstved
45710616,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545125300,Nykøbing F.
45710619,45710620,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,,
45710622,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545124990,Vordingborg
45710624,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545121970,Fakse
45710629,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,+4545120800,Køge
45710630,,16,,visa,Visa/Dankort,debit,,DK,Danske Bank,,www.danskebank.dk,,
45710631,,16,,visa,Visa/Dankort,debit,,DK,Møns Bank,,www.moensbank.dk,+4554886100,Rønnede
45710634,,16,,visa,Visa/Dankort,debit,,DK,Snesere Sogns Spare- og Laanekasse,,,,
45710637,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rønne
45710644,,16,,visa,Visa/Dankort,debit,,DK,Møns Bank,,www.moensbank.dk,+4555817116,Askeby
45710646,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rønne
45710647,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570334444,Rønne
45710648,45710649,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rønne
45710650,45710651,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570334444,Rønne
45710653,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570334444,Rønne
45710654,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rønne
45710655,45710656,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570334444,Rønne
45710657,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rønne
45710658,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570334444,Rønne
45710659,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rønne
45710660,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570334444,Rønne
45710661,45710662,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Rønne
45710670,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Nykøbing F.
45710672,45710673,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Nykøbing F.
45710674,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Nykøbing Sj.
45710675,45710676,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Nykøbing F.
45710677,,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Sakskøbing
45710678,45710680,16,,visa,Visa/Dankort,debit,,DK,Nordea,,www.nordea.dk,+4570333333,Nørre Alslev
45710681,,16,,visa,Visa/Dankort,debit,,DK,Jyske Bank,,www.jyskebank.dk,+4589898700,Silkeborg
45710682,,16,,visa,Visa/Dankort,debit,,DK,Jyske Bank,,www.jyskebank.dk,+4589891560,Maribo
45710683,,16,,visa,Visa/Dankort,debit,,DK,Jyske Bank,,www.jyskebank.dk,+4589891200,Roskilde
45710684,,16,,visa,Visa/Dankort,debit,,DK,Jyske Bank,,www.jyskebank.dk,+4589890900,Nakskov
45710685,,16,,visa,Visa/Dankort,debit,,DK,Jyske Bank,,www.jyskebank.dk,+4589891450,København V
